code,name,price,hsl,估算日额万,mktcap亿
600702,舍得酒业,35.66,2.74,32482.0,118.42
688378,奥来德,42.09,3.09,32470.0,110.03
002033,丽江股份,9.14,6.45,32416.0,50.22
300576,容大感光,27.53,4.49,32350.0,111.14
002112,三变科技,15.52,7.95,32343.0,45.65
002990,盛视科技,46.76,5.01,32341.0,122.44
300864,南大环境,28.95,7.0,32258.0,46.06
300829,金丹科技,17.48,10.97,32234.0,39.73
688365,光云科技,15.39,4.91,32203.0,65.61
600975,新五丰,5.59,4.61,32195.0,69.86
301631,壹连科技,63.0,11.71,32163.0,80.63
603683,晶华新材,15.99,6.97,32133.0,46.59
603203,快克智能,41.0,2.4,32109.0,135.3
603366,日出东方,7.83,5.04,32063.0,63.66
603093,南华期货,13.49,2.69,32039.0,140.05
603026,石大胜华,60.61,2.27,32007.0,141.04
603402,陕西旅游,72.77,17.5,31998.0,73.16
300042,朗科科技,37.45,4.26,31962.0,75.05
002589,瑞康医药,3.22,7.26,31939.0,48.45
002315,焦点科技,26.46,4.56,31841.0,109.33
603859,能科科技,37.85,3.43,31800.0,100.83
605118,力鼎光电,34.78,2.23,31777.0,143.02
301122,采纳股份,45.4,9.22,31653.0,55.5
688689,银河微电,37.22,5.87,31648.0,53.93
301188,力诺药包,34.67,3.39,31436.0,92.75
600686,金龙汽车,11.36,3.85,31392.0,81.46
300327,中颖电子,24.79,3.73,31366.0,84.63
000912,泸天化,4.21,4.74,31315.0,66.01
301317,鑫磊股份,48.42,12.38,31292.0,76.11
601778,晶科科技,3.58,2.34,31220.0,133.28
300681,英搏尔,21.48,6.29,31167.0,65.74
601949,中国出版,5.83,2.81,31164.0,111.0
002865,钧达股份,38.23,3.56,31146.0,119.0
301316,慧博云通,36.4,2.19,31127.0,146.91
002413,雷科防务,8.12,2.95,31077.0,107.13
301419,阿莱德,35.7,7.72,30898.0,53.55
688710,益诺思,79.7,4.19,30849.0,112.36
002657,中科金财,16.55,5.54,30806.0,56.16
600916,中国黄金,8.07,2.27,30712.0,135.58
301230,泓博医药,29.61,6.36,30667.0,53.58
001283,豪鹏科技,49.74,5.96,30643.0,64.5
000753,漳州发展,5.18,5.96,30592.0,51.36
603887,城地香江,9.65,5.26,30576.0,58.1
600072,中船科技,9.07,3.11,30561.0,136.11
002774,快意电梯,15.49,7.0,30546.0,52.15
300775,三角防务,21.84,2.63,30509.0,119.59
603559,中通国脉,10.57,7.19,30491.0,42.41
301265,华新科技,18.66,6.69,30446.0,56.53
600556,天下秀,4.88,3.44,30363.0,88.22
002309,中利集团,2.99,4.22,30354.0,89.93
603599,广信股份,10.77,3.1,30347.0,98.04
601900,南方传媒,12.45,2.76,30338.0,109.81
000993,闽东电力,10.73,6.15,30239.0,49.14
301099,雅创电子,48.24,5.45,30204.0,91.14
300533,冰川网络,15.61,8.35,30106.0,51.24
600792,云煤能源,3.98,6.8,30017.0,44.17
301306,西测测试,98.58,5.22,29958.0,83.2
301293,三博脑科,51.91,3.35,29945.0,106.93
002860,星帅尔,17.65,4.89,29881.0,62.15
300204,舒泰神,20.94,3.14,29871.0,113.36
300052,中青宝,11.65,9.77,29796.0,30.51
600773,西藏城投,10.74,2.91,29746.0,102.2
688605,先锋精科,70.05,3.91,29649.0,141.77
300542,新晨科技,13.58,8.66,29641.0,40.54
688678,福立旺,19.97,3.67,29573.0,80.5
001317,三羊马,53.84,6.42,29534.0,46.07
300296,利亚德,5.04,2.52,29525.0,136.68
688138,清溢光电,33.59,2.78,29417.0,105.74
301551,无线传媒,22.2,8.57,29396.0,88.8
000860,顺鑫农业,11.03,3.59,29336.0,81.82
688484,南芯科技,34.65,1.97,29316.0,148.86
605168,三人行,47.72,2.91,29255.0,100.6
002761,浙江建投,7.65,3.52,29128.0,101.35
000428,华天酒店,4.69,6.09,29126.0,47.79
300545,联得装备,28.06,8.39,29032.0,52.04
300859,西域旅游,28.88,6.46,28897.0,44.76
600184,光电股份,17.8,2.78,28785.0,103.73
301070,开勒股份,65.95,5.15,28785.0,83.21
002955,鸿合科技,38.93,3.59,28730.0,92.12
000721,西安饮食,7.23,7.75,28727.0,41.49
000925,众合科技,8.53,5.01,28691.0,57.69
300816,艾可蓝,64.0,7.67,28647.0,51.2
603161,科华控股,17.25,8.71,28646.0,38.67
600666,奥瑞德,3.5,3.18,28631.0,96.3
000626,远大控股,9.47,5.99,28619.0,47.98
000762,西藏矿业,22.18,2.47,28570.0,115.52
000011,深物业A,8.5,6.38,28564.0,50.66
000905,厦门港务,9.33,4.12,28493.0,143.9
688516,奥特维,41.08,2.2,28418.0,129.3
300540,蜀道装备,26.77,5.13,28384.0,60.93
300957,贝泰妮,33.61,1.99,28380.0,142.37
000990,诚志股份,6.47,2.58,28350.0,110.08
002902,铭普光磁,24.71,6.15,28340.0,58.07
301580,爱迪特,52.83,5.32,28330.0,78.82
600199,金种子酒,7.53,5.71,28302.0,49.53
000767,晋控电力,3.38,2.87,28296.0,104.0
300118,东方日升,9.44,3.24,28294.0,107.62
002548,金新农,4.58,7.68,28283.0,37.93
300981,中红医疗,16.5,4.34,28149.0,70.76
688061,灿瑞科技,51.4,4.76,28135.0,59.05
688116,天奈科技,34.86,2.2,28099.0,127.77
603099,长白山,38.5,2.68,28087.0,104.86
002190,成飞集成,25.77,3.04,28075.0,92.44
688379,华光新材,56.5,5.49,27960.0,53.66
002092,中泰化学,4.85,2.24,27957.0,124.92
002445,中南文化,3.18,3.71,27927.0,75.58
600815,厦工股份,4.06,3.87,27908.0,72.03
688137,近岸蛋白,62.15,6.42,27890.0,43.45
001400,江顺科技,79.0,10.89,27720.0,66.36
603322,超讯科技,27.16,6.47,27696.0,42.8
002963,豪尔赛,20.14,9.19,27649.0,30.28
688556,高测股份,7.87,4.22,27592.0,65.38
688787,海天瑞声,93.32,4.9,27564.0,56.3
000722,湖南发展,13.32,4.45,27538.0,85.22
300706,阿石创,46.92,5.15,27498.0,72.04
301027,华蓝集团,21.3,10.18,27427.0,31.31
300303,聚飞光电,6.81,3.03,27425.0,96.48
300128,锦富技术,5.16,4.09,27395.0,67.03
603216,梦天家居,22.1,5.56,27358.0,49.21
002170,芭田股份,11.73,2.95,27286.0,114.0
002637,赞宇科技,12.38,4.74,27280.0,58.24
300457,赢合科技,21.54,1.96,27241.0,138.95
688601,力芯微,60.51,3.36,27201.0,80.9
002194,武汉凡谷,9.96,5.3,27162.0,68.06
603267,鸿远电子,47.5,2.47,27150.0,109.76
600539,狮头股份,14.08,8.37,27098.0,32.38
603867,新化股份,29.08,4.32,27087.0,63.25
300820,英杰电气,55.77,4.34,27053.0,123.92
000566,海南海药,4.88,4.27,27036.0,63.31
000670,盈方微,6.98,4.66,26999.0,59.05
300736,百邦科技,32.34,6.68,26989.0,41.37
600683,京投发展,9.55,3.81,26979.0,70.74
002169,智光电气,12.52,2.83,26946.0,97.99
603456,九洲药业,15.07,2.03,26933.0,132.87
000980,众泰汽车,1.63,3.27,26912.0,82.19
002455,百川股份,7.71,5.28,26900.0,55.7
688150,莱特光电,36.81,1.81,26886.0,148.14
002891,中宠股份,28.61,2.92,26854.0,92.09
600621,华鑫股份,13.75,1.84,26847.0,145.87
300516,久之洋,35.89,2.96,26771.0,90.44
300900,广联航空,23.71,4.39,26727.0,77.7
603327,福蓉科技,9.19,2.78,26666.0,96.08
300227,光韵达,13.35,4.38,26655.0,79.53
688312,燕麦科技,44.8,4.04,26561.0,65.73
600255,鑫科材料,3.4,4.32,26545.0,61.41
688353,华盛锂电,81.84,2.03,26522.0,130.53
003039,顺控发展,12.85,3.34,26517.0,79.35
688176,亚虹医药-U,13.0,3.56,26476.0,74.38
000048,京基智农,22.31,2.24,26453.0,118.29
002803,吉宏股份,20.81,4.27,26452.0,95.29
000422,湖北宜化,12.44,1.99,26396.0,135.3
000859,国风新材,8.95,3.29,26372.0,80.19
301136,招标股份,12.85,7.46,26344.0,35.36
603286,日盈电子,43.05,5.23,26321.0,50.8
300427,红相股份,6.88,7.59,26258.0,34.99
002931,锋龙股份,43.68,2.97,26256.0,95.44
002734,利民股份,16.8,3.61,26164.0,79.23
300079,数码视讯,5.05,4.01,26147.0,72.01
600559,老白干酒,11.69,2.44,26144.0,106.93
000536,华映科技,3.6,2.63,26130.0,99.58
000917,电广传媒,7.24,2.54,26108.0,102.63
301488,豪恩汽电,95.8,6.53,26010.0,97.15
688621,阳光诺和,70.65,3.29,26006.0,79.13
002213,大为股份,27.87,4.5,25907.0,67.01
000690,宝新能源,4.95,2.4,25866.0,107.71
300606,金太阳,35.56,6.1,25811.0,49.2
688046,药康生物,30.71,2.04,25736.0,125.97
002068,黑猫股份,8.14,4.29,25695.0,59.86
688275,万润新能,71.58,2.89,25670.0,90.28
002452,长高电气,11.81,4.2,25664.0,73.26
688225,亚信安全,13.36,4.78,25564.0,53.44
002077,大港股份,12.29,3.58,25545.0,71.32
603207,小方制药,25.22,18.54,25528.0,40.8
002649,博彦科技,9.94,4.38,25486.0,58.79
002106,莱宝高科,10.72,3.37,25474.0,75.66
300939,秋田微,65.06,3.26,25470.0,78.07
600088,中视传媒,12.5,5.11,25420.0,49.71
300520,科大国创,24.04,3.74,25402.0,70.2
603300,海南华铁,4.9,2.59,25357.0,97.96
603112,华翔股份,16.41,2.89,25330.0,88.61
600844,金煤科技,3.66,8.41,25324.0,37.2
688401,路维光电,63.35,2.07,25296.0,130.1
301232,飞沃科技,99.1,4.08,25279.0,104.34
603032,德新科技,19.21,5.64,25237.0,44.8
301110,青木科技,37.57,7.37,25215.0,48.67
603716,塞力医疗,17.33,6.44,25189.0,39.13
688135,利扬芯片,27.35,3.94,25132.0,63.75
300357,我武生物,21.96,2.36,25131.0,114.98
603983,丸美生物,33.28,1.87,24984.0,133.45
300243,瑞丰高材,15.36,7.27,24980.0,42.94
002607,中公教育,2.03,2.15,24972.0,125.2
300311,任子行,5.58,8.32,24963.0,37.59
600644,乐山电力,9.15,4.72,24955.0,52.92
002635,安洁科技,14.93,4.21,24874.0,98.49
300913,兆龙互连,34.83,2.5,24870.0,119.39
001313,粤海饲料,7.71,4.6,24816.0,53.97
301012,扬电科技,23.13,5.43,24720.0,45.56
002647,仁东控股,11.45,2.12,24668.0,129.42
300802,矩子科技,23.45,5.19,24623.0,66.62
300562,乐心医疗,17.81,8.25,24579.0,38.99
601619,嘉泽新能,4.16,2.33,24569.0,125.27
600250,南京商旅,9.81,8.0,24539.0,30.68
002906,华阳集团,28.45,1.64,24425.0,149.34
600783,鲁信创投,15.55,2.11,24420.0,115.75
002612,朗姿股份,16.78,5.57,24416.0,74.24
688023,安恒信息,43.07,5.54,24399.0,44.01
000019,深粮控股,7.13,8.22,24379.0,82.18
300067,安诺其,5.58,4.66,24354.0,64.41
000839,国安股份,2.75,2.25,24287.0,107.8
301046,能辉科技,27.4,6.8,24266.0,46.19
603800,洪田股份,56.15,2.08,24252.0,116.79
002278,神开股份,8.34,8.09,24215.0,32.41
300226,上海钢联,17.19,3.83,24205.0,65.75
002079,苏州固锝,8.9,3.35,24151.0,80.86
688383,新益昌,120.98,1.96,24140.0,122.97
603305,旭升集团,11.24,1.86,24134.0,129.9
300662,科锐国际,22.45,5.47,24110.0,44.18
002879,长缆科技,16.84,10.42,24074.0,32.52
300840,酷特智能,20.31,6.68,24071.0,48.74
301421,波长光电,74.18,5.34,24041.0,85.84
688610,埃科光电,149.46,3.93,24039.0,101.63
301439,泓淋电力,15.03,8.72,24014.0,58.48
300409,道氏技术,17.27,2.0,24012.0,135.09
688717,艾罗能源,45.5,5.32,23971.0,72.8
300860,锋尚文化,29.92,7.32,23965.0,56.38
688758,赛分科技,26.4,3.04,23946.0,109.95
300863,卡倍亿,40.5,2.35,23941.0,105.87
300221,银禧科技,13.19,3.92,23891.0,62.49
300741,华宝股份,16.88,2.3,23869.0,103.96
001316,润贝航科,30.18,5.24,23801.0,48.64
603012,创力集团,10.08,3.65,23769.0,65.17
600758,辽宁能源,3.67,4.9,23768.0,48.52
002674,兴业科技,23.26,3.49,23765.0,68.75
300827,上能电气,24.04,2.26,23748.0,133.83
603323,苏农银行,4.53,2.36,23711.0,100.58
603106,恒银科技,8.08,5.63,23694.0,42.06
002638,勤上股份,4.31,4.05,23611.0,61.92
600267,海正药业,11.64,1.72,23591.0,137.38
000518,四环生物,3.9,5.86,23509.0,40.15
000901,航天科技,14.25,2.07,23488.0,113.74
603916,苏博特,11.2,4.98,23438.0,47.08
603158,腾龙股份,11.12,4.29,23435.0,54.57
002520,日发精机,6.4,5.1,23411.0,48.02
688261,东微半导,66.47,2.88,23375.0,81.52
301053,远信工业,33.3,5.69,23341.0,43.92
300959,线上线下,93.41,4.2,23253.0,75.07
301151,冠龙节能,22.13,6.21,23188.0,37.4
688625,呈和科技,52.43,1.7,23184.0,136.14
002772,众兴菌业,11.6,5.35,23045.0,43.47
300353,东土科技,16.37,2.6,23038.0,100.66
600864,哈投股份,5.78,1.92,23034.0,120.26
301091,深城交,20.1,2.17,23003.0,105.98
300399,天利科技,20.48,5.68,22978.0,40.47
002849,威星智能,18.49,5.68,22970.0,40.8
600075,新疆天业,4.96,2.71,22953.0,84.71
600315,上海家化,18.62,1.83,22882.0,125.17
003010,若羽臣,31.6,3.19,22809.0,98.29
002132,恒星科技,4.19,3.89,22789.0,58.72
300007,汉威科技,30.54,2.6,22736.0,100.0
300708,聚灿光电,8.54,3.73,22734.0,80.56
688319,欧林生物,28.23,1.98,22682.0,114.45
688231,隆达股份,34.0,2.08,22619.0,108.66
600593,大连圣亚,41.36,4.25,22619.0,53.95
688168,安博通,37.55,5.56,22558.0,40.58
300265,通光线缆,13.5,3.57,22550.0,63.13
000555,神州信息,11.1,2.08,22529.0,108.31
600633,浙数文化,10.47,1.69,22503.0,132.77
002582,好想你,10.33,6.33,22491.0,46.25
605068,明新旭腾,21.15,6.56,22489.0,34.3
301687,新广益,48.84,14.77,22474.0,71.73
605288,凯迪股份,65.61,3.48,22469.0,64.87
002235,安妮股份,8.74,4.62,22363.0,50.65
600545,卓郎智能,4.07,3.07,22312.0,72.77
002681,奋达科技,4.96,2.86,22305.0,89.01
300868,杰美特,80.6,3.43,22296.0,102.51
601222,林洋能源,5.93,1.84,22294.0,121.04
003002,壶化股份,17.68,6.87,22220.0,35.36
301487,盟固利,15.71,3.07,22187.0,72.21
000731,四川美丰,7.48,5.4,22166.0,41.05
688512,慧智微-U,13.39,5.05,22125.0,63.32
000656,金科股份,1.25,2.33,22122.0,132.36
688757,胜科纳米,28.22,4.32,22116.0,113.81
001360,南矿集团,18.61,9.46,22095.0,37.96
301655,绿控传动,23.78,20.62,22045.0,108.34
600376,首开股份,3.33,2.57,22036.0,85.9
000923,河钢资源,16.31,2.15,22015.0,106.46
603052,可川科技,55.08,2.13,22003.0,103.49
301376,致欧科技,23.8,4.76,21944.0,95.79
000852,石化机械,5.58,4.13,21916.0,53.33
000798,中水渔业,10.14,5.9,21891.0,37.1
688720,艾森股份,57.55,4.86,21859.0,70.58
000567,海德股份,6.72,1.67,21845.0,131.35
600619,海立股份,13.72,2.02,21836.0,147.26
002549,凯美特气,13.82,2.28,21826.0,96.1
300016,北陆药业,8.47,4.58,21814.0,49.27
688107,安路科技,29.69,1.83,21806.0,119.01
300579,数字认证,24.0,3.45,21788.0,64.8
000713,国投丰乐,6.55,5.41,21739.0,52.28
688359,三孚新科,89.52,2.43,21667.0,89.23
002519,银河电子,5.72,3.37,21656.0,64.43
688518,联赢激光,21.07,3.01,21635.0,71.92
688108,赛诺医疗,16.5,3.14,21631.0,68.96
301087,可孚医疗,51.87,2.14,21531.0,122.36
301458,钧崴电子,35.33,5.18,21516.0,94.21
300259,新天科技,4.35,4.28,21495.0,50.25
002597,金禾实业,21.07,1.8,21440.0,119.74
600784,鲁银投资,7.58,4.18,21402.0,51.21
600859,王府井,10.13,1.88,21369.0,113.85
688227,品高股份,71.08,2.65,21328.0,80.36
000402,金 融 街,2.6,2.74,21322.0,77.71
600635,大众公用,4.72,1.86,21286.0,139.35
002368,太极股份,14.2,2.41,21245.0,88.5
600389,江山股份,18.71,2.64,21235.0,80.57
600446,金证股份,11.18,2.02,21234.0,105.23
603985,恒润股份,17.76,2.71,21218.0,78.3
600237,铜峰电子,8.1,4.19,21212.0,51.07
002388,新亚制程,6.19,6.76,21173.0,31.35
300682,朗新科技,9.41,2.18,21172.0,101.46
002993,奥海科技,36.66,2.42,21171.0,101.2
300998,宁波方正,30.15,6.51,21141.0,41.36
600151,航天机电,9.84,1.49,21059.0,141.13
000801,四川九洲,12.68,1.63,21050.0,128.87
603698,航天工程,21.66,1.81,21047.0,116.1
600155,华创云信,6.23,1.55,21021.0,136.01
300034,钢研高纳,16.34,1.68,21002.0,130.22
002735,王子新材,11.91,6.18,20990.0,44.69
301369,联动科技,121.95,3.14,20984.0,124.76
600590,泰豪科技,8.7,2.86,20969.0,74.2
002146,荣盛发展,1.2,4.47,20962.0,52.18
300552,万集科技,22.07,6.86,20895.0,47.04
301510,固高科技,27.11,2.03,20892.0,109.64
300688,创业黑马,29.0,4.85,20857.0,48.54
000523,红棉股份,3.37,3.45,20854.0,61.86
000965,天保基建,3.37,5.57,20839.0,37.4
002425,凯撒文化,3.41,6.63,20809.0,32.62
301379,天山电子,20.06,4.74,20798.0,55.66
600452,涪陵电力,9.05,1.5,20797.0,139.06
603016,新宏泰,33.0,4.25,20789.0,48.89
000558,天府文旅,3.9,4.13,20769.0,50.28
688327,云从科技-UW,10.31,2.41,20758.0,107.22
002807,江阴银行,4.22,1.82,20747.0,114.26
688510,航亚科技,26.16,3.05,20743.0,68.0
600266,城建发展,4.3,2.32,20730.0,89.26
000061,农 产 品,6.33,1.82,20695.0,125.65
688228,开普云,82.0,3.73,20688.0,55.39
002134,天津普林,22.27,3.76,20675.0,55.19
301399,英特科技,20.8,18.15,20645.0,38.48
688049,炬芯科技,41.89,2.8,20642.0,73.73
603883,老百姓,13.47,2.02,20605.0,102.22
601882,海天精工,22.63,1.74,20563.0,118.13
300224,正海磁材,11.71,1.89,20535.0,108.99
688286,敏芯股份,46.0,5.7,20534.0,36.02
688152,麒麟信安,36.36,5.54,20513.0,37.05
300727,润禾材料,30.5,4.15,20512.0,54.94
600520,三佳科技,24.45,5.29,20508.0,38.74
300997,欢乐家,16.85,3.08,20496.0,73.29
300009,安科生物,8.32,2.0,20495.0,139.0
300601,康泰生物,12.58,1.81,20460.0,140.51
603882,金域医学,26.7,1.66,20452.0,123.69
002651,利君股份,8.68,4.16,20427.0,89.7
300047,天源迪科,9.49,3.71,20418.0,60.52
002072,凯瑞德,8.9,6.23,20369.0,32.72
688262,国芯科技,27.53,2.2,20348.0,92.5
301662,宏工科技,62.7,7.28,20341.0,72.73
300120,经纬辉开,7.36,5.24,20318.0,42.28
000576,甘化科工,8.41,5.57,20305.0,36.7
002478,常宝股份,7.01,4.0,20270.0,63.15
301413,安培龙,57.28,4.62,20229.0,78.7
300154,瑞凌股份,12.41,5.16,20206.0,55.79
600379,宝光股份,14.33,4.27,20187.0,47.32
300964,本川智能,56.7,4.12,20187.0,60.59
000601,韶能股份,6.17,3.12,20175.0,65.65
301160,翔楼新材,44.22,4.12,20161.0,73.72
002045,国光电器,9.14,3.92,20127.0,51.41
301120,新特电气,15.05,5.92,20127.0,56.16
002276,万马股份,10.4,1.91,20048.0,105.15
002345,潮宏基,9.67,2.39,20038.0,85.92
600468,百利电气,6.3,2.92,20032.0,68.53
605488,福莱新材,27.22,2.47,20027.0,81.66
002584,西陇科学,8.0,5.19,19982.0,46.82
002755,奥赛康,11.7,1.84,19972.0,108.59
002182,宝武镁业,12.0,1.85,19947.0,119.01
002678,珠江钢琴,4.73,3.1,19891.0,64.25
300518,新迅达,24.63,4.05,19881.0,49.12
600838,上海九百,8.54,5.8,19868.0,34.24
600872,中炬高新,18.51,1.39,19857.0,143.32
000930,中粮科技,5.15,2.07,19801.0,95.61
000552,甘肃能化,2.56,2.07,19786.0,137.01
000530,冰山冷热,5.34,6.17,19785.0,45.03
301073,君亭酒店,20.33,5.44,19700.0,39.53
600622,光大嘉宝,2.46,5.33,19679.0,36.89
000778,新兴铸管,3.71,1.36,19677.0,147.03
301153,中科江南,18.54,3.2,19662.0,65.94
002250,联化科技,15.41,1.42,19654.0,138.67
300358,楚天科技,8.45,3.29,19617.0,60.43
688291,金橙子,43.05,4.43,19565.0,44.2
000572,海马汽车,3.91,3.05,19557.0,64.31
603713,密尔克卫,63.29,1.77,19550.0,110.16
002350,北京科锐,14.58,2.53,19546.0,79.07
002347,泰尔股份,6.21,6.37,19525.0,31.34
300938,信测标准,26.14,2.52,19498.0,89.1
300839,博汇股份,12.64,5.42,19492.0,36.42
002843,泰嘉股份,16.2,4.8,19478.0,40.78
600395,盘江股份,5.36,1.69,19448.0,115.06
002559,亚威股份,8.87,4.28,19445.0,56.93
301248,杰创智能,56.0,3.09,19438.0,86.07
300098,高新兴,4.49,2.81,19435.0,78.03
300588,熙菱信息,25.34,4.33,19419.0,48.52
688620,安凯微,15.37,3.21,19361.0,60.25
300351,永贵电器,14.67,5.01,19352.0,57.05
603082,北自科技,43.85,10.88,19344.0,73.04
688806,泰诺麦博-U,23.04,16.44,19329.0,106.11
002183,怡 亚 通,4.35,1.71,19312.0,112.97
000736,中交发展,4.71,5.49,19312.0,35.19
002961,瑞达期货,20.35,1.99,19310.0,97.06
300649,杭州园林,28.67,6.6,19249.0,37.96
300440,运达科技,19.66,2.22,19245.0,86.88
603612,索通发展,16.97,2.28,19242.0,84.53
300084,海默科技,10.93,3.5,19231.0,59.98
600078,澄星股份,10.77,2.69,19219.0,73.2
300345,华民股份,7.46,5.36,19218.0,43.37
301633,港迪技术,66.25,11.35,19179.0,36.89
301556,托普云农,64.94,10.01,19166.0,55.38
300910,瑞丰新材,29.49,2.42,19164.0,112.96
688691,灿芯股份,61.2,4.29,19157.0,73.44
002448,中原内配,11.66,2.83,19153.0,68.61
300041,回天新材,10.96,3.21,19142.0,61.31
301078,孩子王,7.29,2.08,19140.0,92.19
300222,科大智能,10.09,2.9,19074.0,78.93
603583,捷昌驱动,26.22,1.9,19071.0,101.15
600649,城投控股,4.06,1.88,19065.0,101.17
603178,圣龙股份,17.5,4.6,19049.0,41.37
002541,鸿路钢构,20.65,1.8,19020.0,145.47
300563,神宇股份,23.16,6.47,18983.0,42.18
000025,特  力Ａ,15.4,3.14,18981.0,66.38
000978,桂林旅游,6.62,6.12,18972.0,30.99
301313,凡拓数创,32.49,7.42,18970.0,33.25
603997,继峰股份,11.43,1.3,18965.0,145.42
300654,世纪天鸿,10.22,5.26,18945.0,37.42
002214,大立科技,16.65,2.38,18943.0,99.68
301045,天禄科技,61.36,3.39,18876.0,67.69
001210,金房能源,28.14,5.03,18874.0,61.78
600616,金枫酒业,4.62,6.1,18867.0,30.91
605287,德才股份,38.36,3.51,18859.0,53.7
002488,金固股份,8.21,2.5,18850.0,81.73
301568,思泰克,65.9,5.98,18834.0,68.05
605178,时空科技,65.11,2.92,18820.0,64.51
001298,好上好,18.0,2.56,18807.0,77.85
002040,南 京 港,8.98,4.3,18765.0,43.65
300788,中信出版,25.58,3.85,18742.0,48.64
603391,力聚热能,70.48,11.68,18727.0,64.14
600650,锦江在线,11.15,4.3,18714.0,61.5
300739,明阳电路,22.19,2.78,18667.0,82.87
688207,格灵深瞳,17.2,4.19,18653.0,44.54
601011,宝泰隆,2.9,3.36,18645.0,55.55
001222,源飞宠物,16.1,10.24,18620.0,30.73
002380,科远智慧,29.17,4.49,18606.0,70.01
000957,中通客车,10.39,3.01,18573.0,61.6
002097,山河智能,7.48,2.31,18502.0,80.38
605167,利柏特,16.05,2.26,18493.0,81.84
603163,圣晖集成,76.2,2.42,18474.0,76.2
300397,天和防务,10.96,4.13,18468.0,56.73
300865,大宏立,32.96,9.01,18447.0,31.54
603662,柯力传感,50.25,1.31,18443.0,141.12
002928,华夏航空,6.43,2.24,18418.0,82.19
002197,证通电子,7.07,4.86,18367.0,43.44
688419,耐科装备,47.1,3.4,18337.0,53.95
000948,南天信息,14.49,3.25,18334.0,56.49
300632,光莆股份,17.15,4.7,18326.0,52.34
300689,澄天伟业,55.4,3.24,18279.0,64.04
688798,艾为电子,63.58,2.12,18276.0,148.22
301234,五洲医疗,107.0,4.23,18270.0,72.76
000035,中国天楹,4.83,1.63,18252.0,115.34
603232,格尔软件,15.94,4.95,18244.0,37.07
603668,天马科技,11.93,3.02,18212.0,60.34
300571,平治信息,28.92,5.44,18187.0,40.35
002264,新 华 都,6.92,4.04,18183.0,49.81
603819,神力股份,17.02,4.91,18181.0,37.06
301079,邵阳液压,29.56,7.98,18150.0,32.06
600791,京能置业,7.28,5.51,18149.0,32.97
300151,昌红科技,15.57,3.16,18141.0,82.91
003006,百亚股份,14.66,2.89,18134.0,62.99
603137,恒尚节能,20.11,4.92,18114.0,36.79
300062,中能电气,6.39,6.18,18104.0,40.25
603383,顶点软件,29.25,3.01,18076.0,60.07
601133,柏诚股份,23.28,1.48,18017.0,122.49
603496,恒为科技,22.36,2.51,18000.0,71.6
300619,金银河,27.21,3.47,17995.0,61.55
688006,杭可科技,20.53,1.45,17985.0,123.93
002366,融发核电,5.84,1.66,17985.0,121.53
002303,美盈森,5.21,3.23,17977.0,79.78
300855,图南股份,35.77,1.72,17973.0,141.48
000031,大悦城,2.3,1.82,17968.0,98.59
300861,美畅股份,16.17,2.63,17965.0,108.64
300050,世纪鼎利,6.85,4.81,17933.0,37.32
002063,远光软件,5.57,1.82,17921.0,106.69
300426,华智数媒,7.16,6.24,17870.0,32.25
600881,亚泰集团,1.86,2.97,17867.0,60.12
300093,金刚光伏,23.39,2.74,17861.0,129.34
688382,益方生物-U,19.49,1.58,17843.0,112.96
600310,广西能源,4.48,2.72,17837.0,65.66
603261,立航科技,57.72,3.98,17802.0,44.74
600736,苏州高新,6.72,2.3,17776.0,77.37
301176,逸豪新材,42.7,2.53,17709.0,72.19
301257,普蕊斯,38.4,6.12,17699.0,30.34
002268,电科网安,14.22,1.47,17643.0,120.25
300486,东杰智能,18.41,2.01,17637.0,87.84
300435,中泰股份,16.91,2.83,17634.0,65.22
300696,爱乐达,21.83,2.95,17612.0,64.23
688679,通源环境,41.25,3.24,17608.0,54.32
002953,日丰股份,10.5,5.96,17596.0,51.62
300941,创识科技,16.26,8.52,17570.0,33.29
603888,新华网,16.56,1.43,17541.0,122.91
301031,中熔电气,94.76,1.61,17541.0,138.5
002562,兄弟科技,4.97,4.34,17539.0,56.8
688088,虹软科技,30.18,1.45,17533.0,121.07
600684,珠江股份,3.66,5.6,17506.0,40.48
300057,万顺新材,6.41,3.29,17504.0,64.33
688062,迈威生物-U,27.42,2.77,17498.0,122.49
002254,泰和新材,12.73,1.62,17493.0,108.4
688653,康希通信,13.47,4.1,17456.0,57.18
603317,天味食品,13.55,1.21,17427.0,143.91
603105,芯能科技,7.93,4.39,17404.0,39.65
301132,满坤科技,38.58,4.76,17397.0,57.13
688073,毕得医药,58.59,3.27,17395.0,53.25
688669,聚石化学,69.98,2.05,17371.0,84.91
002544,普天科技,15.96,1.6,17367.0,108.61
600882,妙可蓝多,21.17,1.61,17329.0,107.64
600216,浙江医药,12.68,1.44,17312.0,121.94
002643,万润股份,12.6,1.52,17305.0,115.4
688112,鼎阳科技,64.61,1.68,17291.0,103.12
603155,新亚强,13.47,2.8,17291.0,61.68
300197,节能铁汉,2.0,2.92,17289.0,59.31
002915,中欣氟材,18.06,3.18,17260.0,60.55
300777,中简科技,22.63,1.77,17244.0,99.51
688698,伟创电气,41.02,1.95,17239.0,88.21
603803,瑞斯康达,10.8,3.75,17230.0,45.89
301061,匠心家居,38.0,2.4,17222.0,108.07
603336,宏辉果蔬,9.14,3.09,17197.0,55.64
